danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.718,0.73,11,-8.467,0,0.0407,0.0303,0.60500000,0.146,0.291,134.949,audio_features,46xgPaDfUbaFXIhzM0OBnp,spotify:track:46xgPaDfUbaFXIhzM0OBnp,https://api.spotify.com/v1/tracks/46xgPaDfUbaFXIhzM0OBnp,https://api.spotify.com/v1/audio-analysis/46xgPaDfUbaFXIhzM0OBnp,266667,4
0.436,0.437,2,-11.241,0,0.0277,0.0905,0.73900000,0.0902,0.279,171.33,audio_features,6FvEIPRaDHgrniwPF9s1MH,spotify:track:6FvEIPRaDHgrniwPF9s1MH,https://api.spotify.com/v1/tracks/6FvEIPRaDHgrniwPF9s1MH,https://api.spotify.com/v1/audio-analysis/6FvEIPRaDHgrniwPF9s1MH,187973,4
0.727,0.645,5,-9.527,1,0.0614,0.0109,0.88600000,0.115,0.343,155.983,audio_features,6jt8nWPHr5juxFFkwfTdoP,spotify:track:6jt8nWPHr5juxFFkwfTdoP,https://api.spotify.com/v1/tracks/6jt8nWPHr5juxFFkwfTdoP,https://api.spotify.com/v1/audio-analysis/6jt8nWPHr5juxFFkwfTdoP,283513,4
0.669,0.614,9,-7.072,0,0.042,0.0629,0.00193000,0.129,0.607,125.935,audio_features,3Xh27rfmgbJIIY7y9MStWW,spotify:track:3Xh27rfmgbJIIY7y9MStWW,https://api.spotify.com/v1/tracks/3Xh27rfmgbJIIY7y9MStWW,https://api.spotify.com/v1/audio-analysis/3Xh27rfmgbJIIY7y9MStWW,173929,4
0.401,0.821,9,-6.079,0,0.0862,0.00137,0.00032300,0.22,0.645,89.186,audio_features,6QrFV5Z2K5kvSHPzM3vjI3,spotify:track:6QrFV5Z2K5kvSHPzM3vjI3,https://api.spotify.com/v1/tracks/6QrFV5Z2K5kvSHPzM3vjI3,https://api.spotify.com/v1/audio-analysis/6QrFV5Z2K5kvSHPzM3vjI3,144128,4
0.86,0.624,10,-8.268,0,0.0606,0.0809,0.00015600,0.0831,0.812,119.996,audio_features,73BKQa6Lq7wiqxLI310s7Y,spotify:track:73BKQa6Lq7wiqxLI310s7Y,https://api.spotify.com/v1/tracks/73BKQa6Lq7wiqxLI310s7Y,https://api.spotify.com/v1/audio-analysis/73BKQa6Lq7wiqxLI310s7Y,285453,4
0.777,0.786,1,-7.227,0,0.0545,0.0174,0.84000000,0.0652,0.656,124.001,audio_features,77Saoso5IwNFwu3kCC85Jj,spotify:track:77Saoso5IwNFwu3kCC85Jj,https://api.spotify.com/v1/tracks/77Saoso5IwNFwu3kCC85Jj,https://api.spotify.com/v1/audio-analysis/77Saoso5IwNFwu3kCC85Jj,436750,4
0.625,0.709,8,-9.667,1,0.0484,0.000268,0.83200000,0.275,0.293,134.991,audio_features,4GmGENKDQYYV1nKhfjwYwx,spotify:track:4GmGENKDQYYV1nKhfjwYwx,https://api.spotify.com/v1/tracks/4GmGENKDQYYV1nKhfjwYwx,https://api.spotify.com/v1/audio-analysis/4GmGENKDQYYV1nKhfjwYwx,354039,4
0.464,0.73,6,-6.859,0,0.0894,0.0887,0.03410000,0.0812,0.439,123.195,audio_features,6VdnQKnAAsE41rjT3wBHEh,spotify:track:6VdnQKnAAsE41rjT3wBHEh,https://api.spotify.com/v1/tracks/6VdnQKnAAsE41rjT3wBHEh,https://api.spotify.com/v1/audio-analysis/6VdnQKnAAsE41rjT3wBHEh,216697,4
0.481,0.903,1,-5.001,1,0.0651,0.0114,0.60100000,0.685,0.172,151.963,audio_features,0We1BqlsZtTE47fa2FyJzE,spotify:track:0We1BqlsZtTE47fa2FyJzE,https://api.spotify.com/v1/tracks/0We1BqlsZtTE47fa2FyJzE,https://api.spotify.com/v1/audio-analysis/0We1BqlsZtTE47fa2FyJzE,168441,4
0.549,0.935,11,-6.418,0,0.0461,0.0837,0.94100000,0.111,0.302,130.077,audio_features,6NUHi5xATnWXDu6QWhAYWJ,spotify:track:6NUHi5xATnWXDu6QWhAYWJ,https://api.spotify.com/v1/tracks/6NUHi5xATnWXDu6QWhAYWJ,https://api.spotify.com/v1/audio-analysis/6NUHi5xATnWXDu6QWhAYWJ,185000,4
0.788,0.964,1,-7.895,1,0.08,0.00882,0.79900000,0.0708,0.591,129.986,audio_features,4MYS4mBXGWVDYw1p5zAs5e,spotify:track:4MYS4mBXGWVDYw1p5zAs5e,https://api.spotify.com/v1/tracks/4MYS4mBXGWVDYw1p5zAs5e,https://api.spotify.com/v1/audio-analysis/4MYS4mBXGWVDYw1p5zAs5e,433759,4
0.802,0.599,5,-10.719,0,0.0574,0.0328,0.88900000,0.11,0.348,126.008,audio_features,0bvcycoSklaARr0NjzSW9G,spotify:track:0bvcycoSklaARr0NjzSW9G,https://api.spotify.com/v1/tracks/0bvcycoSklaARr0NjzSW9G,https://api.spotify.com/v1/audio-analysis/0bvcycoSklaARr0NjzSW9G,388579,4
0.803,0.729,11,-6.942,0,0.05,0.00038,0.87900000,0.097,0.486,127.002,audio_features,5TfTat32PlsT5KVo3YEosU,spotify:track:5TfTat32PlsT5KVo3YEosU,https://api.spotify.com/v1/tracks/5TfTat32PlsT5KVo3YEosU,https://api.spotify.com/v1/audio-analysis/5TfTat32PlsT5KVo3YEosU,340359,4
0.622,0.827,6,-4.544,1,0.265,0.235,0.00002570,0.37,0.73,88.016,audio_features,56BtFFNfS0pwcpg2umyq7b,spotify:track:56BtFFNfS0pwcpg2umyq7b,https://api.spotify.com/v1/tracks/56BtFFNfS0pwcpg2umyq7b,https://api.spotify.com/v1/audio-analysis/56BtFFNfS0pwcpg2umyq7b,297187,4
0.469,0.835,1,-7.625,1,0.413,0.00786,0.00012100,0.541,0.507,196.802,audio_features,68B9bZNHSbzO96Isw1uTcN,spotify:track:68B9bZNHSbzO96Isw1uTcN,https://api.spotify.com/v1/tracks/68B9bZNHSbzO96Isw1uTcN,https://api.spotify.com/v1/audio-analysis/68B9bZNHSbzO96Isw1uTcN,158761,4
0.714,0.95,11,-5.549,1,0.0573,0.131,0.87200000,0.12,0.593,129.973,audio_features,4xAq9mCucf5UObDly5ppTT,spotify:track:4xAq9mCucf5UObDly5ppTT,https://api.spotify.com/v1/tracks/4xAq9mCucf5UObDly5ppTT,https://api.spotify.com/v1/audio-analysis/4xAq9mCucf5UObDly5ppTT,153449,4
0.657,0.946,8,-7.823,1,0.032,5.97E-05,0.87300000,0.138,0.624,135.043,audio_features,5hPyTiEdPowPNZ4RC0sPRo,spotify:track:5hPyTiEdPowPNZ4RC0sPRo,https://api.spotify.com/v1/tracks/5hPyTiEdPowPNZ4RC0sPRo,https://api.spotify.com/v1/audio-analysis/5hPyTiEdPowPNZ4RC0sPRo,312889,4
0.647,0.638,5,-8.518,1,0.027,0.118,0.00001470,0.134,0.864,104.998,audio_features,7kzyRZ4sp9iNOlcCTTqLUs,spotify:track:7kzyRZ4sp9iNOlcCTTqLUs,https://api.spotify.com/v1/tracks/7kzyRZ4sp9iNOlcCTTqLUs,https://api.spotify.com/v1/audio-analysis/7kzyRZ4sp9iNOlcCTTqLUs,222740,4
0.508,0.702,7,-5.375,1,0.0348,0.00139,0.00106000,0.132,0.65,184.053,audio_features,3hzeLT656KDa0xsgF7u6uO,spotify:track:3hzeLT656KDa0xsgF7u6uO,https://api.spotify.com/v1/tracks/3hzeLT656KDa0xsgF7u6uO,https://api.spotify.com/v1/audio-analysis/3hzeLT656KDa0xsgF7u6uO,239370,4
0.598,0.704,6,-8.622,0,0.392,0.0824,0.00000000,0.0806,0.365,139.639,audio_features,5yJ1ol9qIoi5v2cbqAroIb,spotify:track:5yJ1ol9qIoi5v2cbqAroIb,https://api.spotify.com/v1/tracks/5yJ1ol9qIoi5v2cbqAroIb,https://api.spotify.com/v1/audio-analysis/5yJ1ol9qIoi5v2cbqAroIb,169770,4
0.684,0.499,2,-15.475,1,0.0431,0.625,0.74400000,0.109,0.305,127.999,audio_features,5XilavpqKg8tqFT5ZH69N7,spotify:track:5XilavpqKg8tqFT5ZH69N7,https://api.spotify.com/v1/tracks/5XilavpqKg8tqFT5ZH69N7,https://api.spotify.com/v1/audio-analysis/5XilavpqKg8tqFT5ZH69N7,326774,4
0.702,0.873,2,-5.65,1,0.112,0.0494,0.00000000,0.166,0.386,100.033,audio_features,77PrqgNOGGycMql5FrNLnt,spotify:track:77PrqgNOGGycMql5FrNLnt,https://api.spotify.com/v1/tracks/77PrqgNOGGycMql5FrNLnt,https://api.spotify.com/v1/audio-analysis/77PrqgNOGGycMql5FrNLnt,218831,4
0.664,0.835,7,-12.556,1,0.0394,0.017,0.84300000,0.126,0.0291,136.001,audio_features,55rsFDypXHsMVccU8q0vK6,spotify:track:55rsFDypXHsMVccU8q0vK6,https://api.spotify.com/v1/tracks/55rsFDypXHsMVccU8q0vK6,https://api.spotify.com/v1/audio-analysis/55rsFDypXHsMVccU8q0vK6,396624,4
0.794,0.482,7,-8.067,0,0.18,0.638,0.00000000,0.108,0.685,94.083,audio_features,7xUxTJeXh4PkB9mF49tdrh,spotify:track:7xUxTJeXh4PkB9mF49tdrh,https://api.spotify.com/v1/tracks/7xUxTJeXh4PkB9mF49tdrh,https://api.spotify.com/v1/audio-analysis/7xUxTJeXh4PkB9mF49tdrh,137553,4
0.616,0.583,0,-10.334,1,0.0297,0.00219,0.76200000,0.0989,0.0948,121.996,audio_features,70DZk1FLxm5xqLuFhqp0Tp,spotify:track:70DZk1FLxm5xqLuFhqp0Tp,https://api.spotify.com/v1/tracks/70DZk1FLxm5xqLuFhqp0Tp,https://api.spotify.com/v1/audio-analysis/70DZk1FLxm5xqLuFhqp0Tp,390243,4
0.666,0.594,6,-10.662,0,0.475,0.295,0.00001490,0.113,0.475,170.05,audio_features,2xRvE8ekRxEuyFhZWx6pQf,spotify:track:2xRvE8ekRxEuyFhZWx6pQf,https://api.spotify.com/v1/tracks/2xRvE8ekRxEuyFhZWx6pQf,https://api.spotify.com/v1/audio-analysis/2xRvE8ekRxEuyFhZWx6pQf,165882,4
0.699,0.801,5,-8.258,1,0.0387,0.0875,0.00043200,0.175,0.116,126.032,audio_features,6yYgGLsVVz6Axlx3KCki4V,spotify:track:6yYgGLsVVz6Axlx3KCki4V,https://api.spotify.com/v1/tracks/6yYgGLsVVz6Axlx3KCki4V,https://api.spotify.com/v1/audio-analysis/6yYgGLsVVz6Axlx3KCki4V,179407,4
0.666,0.295,9,-13.583,1,0.0339,0.11,0.25400000,0.0951,0.0366,130.051,audio_features,3oPxLrqk7jOAiuc3UsmZKF,spotify:track:3oPxLrqk7jOAiuc3UsmZKF,https://api.spotify.com/v1/tracks/3oPxLrqk7jOAiuc3UsmZKF,https://api.spotify.com/v1/audio-analysis/3oPxLrqk7jOAiuc3UsmZKF,193354,4
0.143,0.96,7,-3.953,1,0.213,5.60E-05,0.89100000,0.371,0.18,79.384,audio_features,7FavzhdXBqB6VmAh4wgQlA,spotify:track:7FavzhdXBqB6VmAh4wgQlA,https://api.spotify.com/v1/tracks/7FavzhdXBqB6VmAh4wgQlA,https://api.spotify.com/v1/audio-analysis/7FavzhdXBqB6VmAh4wgQlA,205062,4
0.852,0.548,10,-8.457,1,0.205,0.831,0.92800000,0.067,0.632,121.028,audio_features,6odUAKS4kLyfp7LEFD0v8E,spotify:track:6odUAKS4kLyfp7LEFD0v8E,https://api.spotify.com/v1/tracks/6odUAKS4kLyfp7LEFD0v8E,https://api.spotify.com/v1/audio-analysis/6odUAKS4kLyfp7LEFD0v8E,382810,4
0.808,0.741,1,-14.07,1,0.0586,0.00708,0.92700000,0.059,0.413,127.007,audio_features,1QHy1VMKOt42y3qmJ3BRUQ,spotify:track:1QHy1VMKOt42y3qmJ3BRUQ,https://api.spotify.com/v1/tracks/1QHy1VMKOt42y3qmJ3BRUQ,https://api.spotify.com/v1/audio-analysis/1QHy1VMKOt42y3qmJ3BRUQ,487112,4
0.749,0.564,0,-11.22,1,0.0632,0.0246,0.94100000,0.112,0.118,115.003,audio_features,3TBlA1L5f9DrjvmCOatHSo,spotify:track:3TBlA1L5f9DrjvmCOatHSo,https://api.spotify.com/v1/tracks/3TBlA1L5f9DrjvmCOatHSo,https://api.spotify.com/v1/audio-analysis/3TBlA1L5f9DrjvmCOatHSo,401959,4
0.622,0.629,7,-7.827,1,0.0537,0.00155,0.00309000,0.156,0.415,121.934,audio_features,6Jt4imSazIp46uJkbRYw5K,spotify:track:6Jt4imSazIp46uJkbRYw5K,https://api.spotify.com/v1/tracks/6Jt4imSazIp46uJkbRYw5K,https://api.spotify.com/v1/audio-analysis/6Jt4imSazIp46uJkbRYw5K,148293,4
0.817,0.814,8,-5.907,0,0.0366,0.0129,0.00049400,0.824,0.551,120.033,audio_features,0LhrR4ZfGOoNRAP3QUpyYa,spotify:track:0LhrR4ZfGOoNRAP3QUpyYa,https://api.spotify.com/v1/tracks/0LhrR4ZfGOoNRAP3QUpyYa,https://api.spotify.com/v1/audio-analysis/0LhrR4ZfGOoNRAP3QUpyYa,233291,4
0.279,0.917,5,-8.202,0,0.149,0.0101,0.32700000,0.347,0.21,140.002,audio_features,75xE3Gi41YIwcquU89SlOr,spotify:track:75xE3Gi41YIwcquU89SlOr,https://api.spotify.com/v1/tracks/75xE3Gi41YIwcquU89SlOr,https://api.spotify.com/v1/audio-analysis/75xE3Gi41YIwcquU89SlOr,356143,4
0.567,0.755,6,-6.083,0,0.0388,0.00464,0.00000502,0.117,0.396,153.979,audio_features,5UG8lkc3mBR2jegUxuSeyK,spotify:track:5UG8lkc3mBR2jegUxuSeyK,https://api.spotify.com/v1/tracks/5UG8lkc3mBR2jegUxuSeyK,https://api.spotify.com/v1/audio-analysis/5UG8lkc3mBR2jegUxuSeyK,257000,4
0.72,0.443,0,-12.928,1,0.0582,0.221,0.64500000,0.231,0.623,125.003,audio_features,2DnuvKc4F1RpNu9B63hyYp,spotify:track:2DnuvKc4F1RpNu9B63hyYp,https://api.spotify.com/v1/tracks/2DnuvKc4F1RpNu9B63hyYp,https://api.spotify.com/v1/audio-analysis/2DnuvKc4F1RpNu9B63hyYp,328893,4
0.659,0.285,6,-21.109,0,0.0624,0.947,0.88900000,0.0927,0.264,119.963,audio_features,0k2GiMi49QDvw4qVb1qHMg,spotify:track:0k2GiMi49QDvw4qVb1qHMg,https://api.spotify.com/v1/tracks/0k2GiMi49QDvw4qVb1qHMg,https://api.spotify.com/v1/audio-analysis/0k2GiMi49QDvw4qVb1qHMg,200000,4
0.782,0.928,8,-9.933,1,0.0633,0.0152,0.54700000,0.128,0.93,136.038,audio_features,3qpeO7jkrj7ApjLSZFWNij,spotify:track:3qpeO7jkrj7ApjLSZFWNij,https://api.spotify.com/v1/tracks/3qpeO7jkrj7ApjLSZFWNij,https://api.spotify.com/v1/audio-analysis/3qpeO7jkrj7ApjLSZFWNij,466928,4
0.593,0.797,11,-5.741,1,0.0356,0.00292,0.00450000,0.344,0.815,149.996,audio_features,4fk7dO6J3A8lYDV1C7CDTe,spotify:track:4fk7dO6J3A8lYDV1C7CDTe,https://api.spotify.com/v1/tracks/4fk7dO6J3A8lYDV1C7CDTe,https://api.spotify.com/v1/audio-analysis/4fk7dO6J3A8lYDV1C7CDTe,204800,4
0.932,0.663,9,-8.137,1,0.31,0.644,0.00001210,0.374,0.632,148.063,audio_features,1rE3UxRYCmIc4tutEuyuZF,spotify:track:1rE3UxRYCmIc4tutEuyuZF,https://api.spotify.com/v1/tracks/1rE3UxRYCmIc4tutEuyuZF,https://api.spotify.com/v1/audio-analysis/1rE3UxRYCmIc4tutEuyuZF,259459,4
0.812,0.665,5,-8.108,1,0.258,0.159,0.00000273,0.125,0.705,104.697,audio_features,5YukESpPX52IdEmGcCAxKw,spotify:track:5YukESpPX52IdEmGcCAxKw,https://api.spotify.com/v1/tracks/5YukESpPX52IdEmGcCAxKw,https://api.spotify.com/v1/audio-analysis/5YukESpPX52IdEmGcCAxKw,199143,4
0.607,0.953,8,-6.84,1,0.149,0.0205,0.85100000,0.429,0.545,120.004,audio_features,7pcNLFFGvWJcxESo53CSGL,spotify:track:7pcNLFFGvWJcxESo53CSGL,https://api.spotify.com/v1/tracks/7pcNLFFGvWJcxESo53CSGL,https://api.spotify.com/v1/audio-analysis/7pcNLFFGvWJcxESo53CSGL,142427,4
0.466,0.681,0,-6.843,1,0.0814,0.0713,0.00004930,0.334,0.166,124.015,audio_features,4wRKwV0yzarYd34Cja3IYh,spotify:track:4wRKwV0yzarYd34Cja3IYh,https://api.spotify.com/v1/tracks/4wRKwV0yzarYd34Cja3IYh,https://api.spotify.com/v1/audio-analysis/4wRKwV0yzarYd34Cja3IYh,217577,4
0.45,0.922,4,-4.945,1,0.114,0.00106,0.00000000,0.256,0.578,138.566,audio_features,2IS4rcfmYOR2Mh86F6znBL,spotify:track:2IS4rcfmYOR2Mh86F6znBL,https://api.spotify.com/v1/tracks/2IS4rcfmYOR2Mh86F6znBL,https://api.spotify.com/v1/audio-analysis/2IS4rcfmYOR2Mh86F6znBL,104199,4
0.359,0.996,8,-5.836,1,0.224,0.0484,0.03320000,0.2,0.0302,145.897,audio_features,1Lmi562Jj0MLJyoESwCJra,spotify:track:1Lmi562Jj0MLJyoESwCJra,https://api.spotify.com/v1/tracks/1Lmi562Jj0MLJyoESwCJra,https://api.spotify.com/v1/audio-analysis/1Lmi562Jj0MLJyoESwCJra,328000,4
0.255,0.46,8,-14.473,1,0.0459,0.49,0.91000000,0.117,0.0307,139.917,audio_features,7vktydVd5gQVYHoe7h3cqE,spotify:track:7vktydVd5gQVYHoe7h3cqE,https://api.spotify.com/v1/tracks/7vktydVd5gQVYHoe7h3cqE,https://api.spotify.com/v1/audio-analysis/7vktydVd5gQVYHoe7h3cqE,311408,4
0.504,0.596,2,-9.849,1,0.0494,0.00209,0.87100000,0.138,0.106,149.97,audio_features,1rijQIDDnnbMmJwT9ULzl0,spotify:track:1rijQIDDnnbMmJwT9ULzl0,https://api.spotify.com/v1/tracks/1rijQIDDnnbMmJwT9ULzl0,https://api.spotify.com/v1/audio-analysis/1rijQIDDnnbMmJwT9ULzl0,177893,3
0.617,0.992,11,-8.145,0,0.126,0.00111,0.90000000,0.0928,0.222,140.038,audio_features,3WxdmExGtDx7kejt6TTYoW,spotify:track:3WxdmExGtDx7kejt6TTYoW,https://api.spotify.com/v1/tracks/3WxdmExGtDx7kejt6TTYoW,https://api.spotify.com/v1/audio-analysis/3WxdmExGtDx7kejt6TTYoW,316429,4
0.634,0.965,6,-6.086,0,0.0562,0.000633,0.76600000,0.105,0.128,144.973,audio_features,5CIQtsjr1pxrHBnexaCWtw,spotify:track:5CIQtsjr1pxrHBnexaCWtw,https://api.spotify.com/v1/tracks/5CIQtsjr1pxrHBnexaCWtw,https://api.spotify.com/v1/audio-analysis/5CIQtsjr1pxrHBnexaCWtw,418000,4
0.72,0.349,9,-12.003,1,0.0416,0.464,0.37300000,0.1,0.201,120.034,audio_features,4bN7ebfdQjqia3ff3meBoR,spotify:track:4bN7ebfdQjqia3ff3meBoR,https://api.spotify.com/v1/tracks/4bN7ebfdQjqia3ff3meBoR,https://api.spotify.com/v1/audio-analysis/4bN7ebfdQjqia3ff3meBoR,296410,4
0.712,0.588,1,-10.347,1,0.0431,0.0535,0.53600000,0.0948,0.622,139.916,audio_features,20Tr4t5J45P9PMiK1fiFLh,spotify:track:20Tr4t5J45P9PMiK1fiFLh,https://api.spotify.com/v1/tracks/20Tr4t5J45P9PMiK1fiFLh,https://api.spotify.com/v1/audio-analysis/20Tr4t5J45P9PMiK1fiFLh,219250,4
0.638,0.808,9,-6.622,1,0.0367,0.0282,0.58200000,0.308,0.883,115.389,audio_features,3UK1AbAXBdVfYjIxJfwziw,spotify:track:3UK1AbAXBdVfYjIxJfwziw,https://api.spotify.com/v1/tracks/3UK1AbAXBdVfYjIxJfwziw,https://api.spotify.com/v1/audio-analysis/3UK1AbAXBdVfYjIxJfwziw,105770,4
0.736,0.598,11,-13.86,0,0.0504,0.0404,0.91100000,0.493,0.332,125.011,audio_features,4a24sIlkiMDwGKA7iVPiJ5,spotify:track:4a24sIlkiMDwGKA7iVPiJ5,https://api.spotify.com/v1/tracks/4a24sIlkiMDwGKA7iVPiJ5,https://api.spotify.com/v1/audio-analysis/4a24sIlkiMDwGKA7iVPiJ5,369133,4
0.775,0.565,1,-15.099,0,0.107,0.0149,0.91100000,0.0949,0.213,140.016,audio_features,02pMp08Yn5AL2NjgiPeoE3,spotify:track:02pMp08Yn5AL2NjgiPeoE3,https://api.spotify.com/v1/tracks/02pMp08Yn5AL2NjgiPeoE3,https://api.spotify.com/v1/audio-analysis/02pMp08Yn5AL2NjgiPeoE3,473143,4
0.781,0.362,7,-13.145,0,0.0689,0.201,0.54000000,0.121,0.361,90.014,audio_features,6Zl5DGH8gtIa80AD8G9Mrp,spotify:track:6Zl5DGH8gtIa80AD8G9Mrp,https://api.spotify.com/v1/tracks/6Zl5DGH8gtIa80AD8G9Mrp,https://api.spotify.com/v1/audio-analysis/6Zl5DGH8gtIa80AD8G9Mrp,225333,4
0.76,0.531,11,-9.933,1,0.0657,0.0724,0.54900000,0.128,0.477,124.973,audio_features,0KKv0xZwqTFU7BwUpMoiyu,spotify:track:0KKv0xZwqTFU7BwUpMoiyu,https://api.spotify.com/v1/tracks/0KKv0xZwqTFU7BwUpMoiyu,https://api.spotify.com/v1/audio-analysis/0KKv0xZwqTFU7BwUpMoiyu,250474,4
0.808,0.38,8,-9.99,1,0.0705,0.239,0.93800000,0.101,0.448,90.031,audio_features,6QEa0qkd5txKv69pnVEeab,spotify:track:6QEa0qkd5txKv69pnVEeab,https://api.spotify.com/v1/tracks/6QEa0qkd5txKv69pnVEeab,https://api.spotify.com/v1/audio-analysis/6QEa0qkd5txKv69pnVEeab,154956,4
0.854,0.698,2,-7.97,0,0.218,0.652,0.00013300,0.115,0.686,135.013,audio_features,35TlBvEYl8Ajm4kyzpOsI5,spotify:track:35TlBvEYl8Ajm4kyzpOsI5,https://api.spotify.com/v1/tracks/35TlBvEYl8Ajm4kyzpOsI5,https://api.spotify.com/v1/audio-analysis/35TlBvEYl8Ajm4kyzpOsI5,171378,4
0.768,0.931,0,-9.618,1,0.0445,0.00461,0.85000000,0.0637,0.0569,128.012,audio_features,2lbn6KUQLPkJMfHC3iRZtW,spotify:track:2lbn6KUQLPkJMfHC3iRZtW,https://api.spotify.com/v1/tracks/2lbn6KUQLPkJMfHC3iRZtW,https://api.spotify.com/v1/audio-analysis/2lbn6KUQLPkJMfHC3iRZtW,382286,4
0.393,0.715,5,-6.274,1,0.0339,0.0014,0.60300000,0.135,0.219,169.953,audio_features,1u6fv45ACAWFocioktAquD,spotify:track:1u6fv45ACAWFocioktAquD,https://api.spotify.com/v1/tracks/1u6fv45ACAWFocioktAquD,https://api.spotify.com/v1/audio-analysis/1u6fv45ACAWFocioktAquD,319412,4
0.738,0.965,10,-1.063,0,0.0554,0.000115,0.87800000,0.0293,0.852,174.971,audio_features,7jrAFEzF1G9Q64cZsLarT1,spotify:track:7jrAFEzF1G9Q64cZsLarT1,https://api.spotify.com/v1/tracks/7jrAFEzF1G9Q64cZsLarT1,https://api.spotify.com/v1/audio-analysis/7jrAFEzF1G9Q64cZsLarT1,274286,4
0.429,0.662,2,-6.183,1,0.0472,0.000936,0.88400000,0.0291,0.388,137.929,audio_features,46QjkOGT7m4O6Hiy4v7IQP,spotify:track:46QjkOGT7m4O6Hiy4v7IQP,https://api.spotify.com/v1/tracks/46QjkOGT7m4O6Hiy4v7IQP,https://api.spotify.com/v1/audio-analysis/46QjkOGT7m4O6Hiy4v7IQP,206093,4
0.676,0.521,2,-16.207,1,0.0467,0.809,0.93500000,0.0862,0.0551,124.037,audio_features,72jPRzHdXmSP5mrMUQdDxX,spotify:track:72jPRzHdXmSP5mrMUQdDxX,https://api.spotify.com/v1/tracks/72jPRzHdXmSP5mrMUQdDxX,https://api.spotify.com/v1/audio-analysis/72jPRzHdXmSP5mrMUQdDxX,310079,4
0.563,0.596,1,-16.242,0,0.038,0.000584,0.83800000,0.255,0.0805,106.996,audio_features,6BPrJ7K1stEYC6Sgh9H9pp,spotify:track:6BPrJ7K1stEYC6Sgh9H9pp,https://api.spotify.com/v1/tracks/6BPrJ7K1stEYC6Sgh9H9pp,https://api.spotify.com/v1/audio-analysis/6BPrJ7K1stEYC6Sgh9H9pp,598000,4
0.809,0.668,5,-10.887,1,0.0527,0.00126,0.86700000,0.0858,0.0719,120.005,audio_features,1q6zhpB8Y9e7F2SsaHp5TQ,spotify:track:1q6zhpB8Y9e7F2SsaHp5TQ,https://api.spotify.com/v1/tracks/1q6zhpB8Y9e7F2SsaHp5TQ,https://api.spotify.com/v1/audio-analysis/1q6zhpB8Y9e7F2SsaHp5TQ,250289,4
0.809,0.602,8,-9.503,1,0.0659,0.105,0.06200000,0.081,0.53,117.987,audio_features,6DLCuznt7jkkfQd0coir7J,spotify:track:6DLCuznt7jkkfQd0coir7J,https://api.spotify.com/v1/tracks/6DLCuznt7jkkfQd0coir7J,https://api.spotify.com/v1/audio-analysis/6DLCuznt7jkkfQd0coir7J,396191,4
0.646,0.305,9,-16.546,0,0.0421,0.207,0.76800000,0.111,0.0668,129.976,audio_features,5sX2aGOSePI71N4hWuSVaI,spotify:track:5sX2aGOSePI71N4hWuSVaI,https://api.spotify.com/v1/tracks/5sX2aGOSePI71N4hWuSVaI,https://api.spotify.com/v1/audio-analysis/5sX2aGOSePI71N4hWuSVaI,312278,3
0.927,0.508,8,-9.591,0,0.361,0.169,0.00000000,0.125,0.542,97.004,audio_features,1z9L9ptlBfgxk5SfDDQanH,spotify:track:1z9L9ptlBfgxk5SfDDQanH,https://api.spotify.com/v1/tracks/1z9L9ptlBfgxk5SfDDQanH,https://api.spotify.com/v1/audio-analysis/1z9L9ptlBfgxk5SfDDQanH,222680,4
0.401,0.618,6,-16.974,1,0.042,0.642,0.97700000,0.206,0.0557,77.394,audio_features,3PQE3mQwq152BzWthXfTNr,spotify:track:3PQE3mQwq152BzWthXfTNr,https://api.spotify.com/v1/tracks/3PQE3mQwq152BzWthXfTNr,https://api.spotify.com/v1/audio-analysis/3PQE3mQwq152BzWthXfTNr,690000,4
0.777,0.648,2,-10.69,0,0.0513,0.299,0.91000000,0.104,0.351,123.004,audio_features,1xmQjOrG51A7C1mdQkL2Kq,spotify:track:1xmQjOrG51A7C1mdQkL2Kq,https://api.spotify.com/v1/tracks/1xmQjOrG51A7C1mdQkL2Kq,https://api.spotify.com/v1/audio-analysis/1xmQjOrG51A7C1mdQkL2Kq,378426,4
0.767,0.667,11,-6.227,0,0.0596,0.0212,0.00153000,0.202,0.782,105.004,audio_features,2G7OmrAMK3HqrsX4HbXpfT,spotify:track:2G7OmrAMK3HqrsX4HbXpfT,https://api.spotify.com/v1/tracks/2G7OmrAMK3HqrsX4HbXpfT,https://api.spotify.com/v1/audio-analysis/2G7OmrAMK3HqrsX4HbXpfT,228519,4
0.403,0.688,1,-5.894,1,0.0307,2.70E-05,0.85000000,0.0711,0.3,99.449,audio_features,4JdwB6ptNy2rfc7dy4Cek5,spotify:track:4JdwB6ptNy2rfc7dy4Cek5,https://api.spotify.com/v1/tracks/4JdwB6ptNy2rfc7dy4Cek5,https://api.spotify.com/v1/audio-analysis/4JdwB6ptNy2rfc7dy4Cek5,365303,4
0.225,0.794,1,-7.407,1,0.053,0.0434,0.05650000,0.825,0.244,119.993,audio_features,0mrOivA6qZZ54hFqfsVr0Z,spotify:track:0mrOivA6qZZ54hFqfsVr0Z,https://api.spotify.com/v1/tracks/0mrOivA6qZZ54hFqfsVr0Z,https://api.spotify.com/v1/audio-analysis/0mrOivA6qZZ54hFqfsVr0Z,326195,4
