danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.831,0.735,0,-6.254,0,0.0384,0.00397,0.0205,0.123,0.97,122.979,audio_features,5EYdTPdJD74r9EVZBztqGG,spotify:track:5EYdTPdJD74r9EVZBztqGG,https://api.spotify.com/v1/tracks/5EYdTPdJD74r9EVZBztqGG,https://api.spotify.com/v1/audio-analysis/5EYdTPdJD74r9EVZBztqGG,260507,4
0.65,0.82,5,-10.9,0,0.0356,0.0662,0.00272,0.215,0.757,135.982,audio_features,623rRTKwGmgjH6sjE9uWLh,spotify:track:623rRTKwGmgjH6sjE9uWLh,https://api.spotify.com/v1/tracks/623rRTKwGmgjH6sjE9uWLh,https://api.spotify.com/v1/audio-analysis/623rRTKwGmgjH6sjE9uWLh,215973,4
0.615,0.419,11,-8.8,0,0.0395,0.0173,0.497,0.135,0.216,76.997,audio_features,67Hna13dNDkZvBpTXRIaOJ,spotify:track:67Hna13dNDkZvBpTXRIaOJ,https://api.spotify.com/v1/tracks/67Hna13dNDkZvBpTXRIaOJ,https://api.spotify.com/v1/audio-analysis/67Hna13dNDkZvBpTXRIaOJ,330773,4
0.729,0.936,9,-7.536,1,0.0776,0.0129,0.000892,0.0367,0.598,131.986,audio_features,06hsdMbBxWGqBO0TV0Zrkf,spotify:track:06hsdMbBxWGqBO0TV0Zrkf,https://api.spotify.com/v1/tracks/06hsdMbBxWGqBO0TV0Zrkf,https://api.spotify.com/v1/audio-analysis/06hsdMbBxWGqBO0TV0Zrkf,194000,4
0.718,0.467,2,-9.66,1,0.0398,0.707,6.92e-05,0.126,0.396,95.96,audio_features,4P9Q0GojKVXpRTJCaL3kyy,spotify:track:4P9Q0GojKVXpRTJCaL3kyy,https://api.spotify.com/v1/tracks/4P9Q0GojKVXpRTJCaL3kyy,https://api.spotify.com/v1/audio-analysis/4P9Q0GojKVXpRTJCaL3kyy,221407,3
0.516,0.322,9,-11.762,1,0.0292,0.473,0.00194,0.215,0.261,148.005,audio_features,2L9N0zZnd37dwF0clgxMGI,spotify:track:2L9N0zZnd37dwF0clgxMGI,https://api.spotify.com/v1/tracks/2L9N0zZnd37dwF0clgxMGI,https://api.spotify.com/v1/audio-analysis/2L9N0zZnd37dwF0clgxMGI,182888,3
0.38,0.339,3,-7.885,1,0.0338,0.691,0.0,0.12,0.0849,100.607,audio_features,5CZ40GBx1sQ9agT82CLQCT,spotify:track:5CZ40GBx1sQ9agT82CLQCT,https://api.spotify.com/v1/tracks/5CZ40GBx1sQ9agT82CLQCT,https://api.spotify.com/v1/audio-analysis/5CZ40GBx1sQ9agT82CLQCT,229227,4
0.463,0.642,1,-4.474,1,0.34,0.314,0.0,0.0686,0.339,83.389,audio_features,59nOXPmaKlBfGMDeOVGrIK,spotify:track:59nOXPmaKlBfGMDeOVGrIK,https://api.spotify.com/v1/tracks/59nOXPmaKlBfGMDeOVGrIK,https://api.spotify.com/v1/audio-analysis/59nOXPmaKlBfGMDeOVGrIK,189893,4
0.362,0.54,10,-6.031,1,0.0528,0.338,0.0,0.139,0.3,78.007,audio_features,1ei3hzQmrgealgRKFxIcWn,spotify:track:1ei3hzQmrgealgRKFxIcWn,https://api.spotify.com/v1/tracks/1ei3hzQmrgealgRKFxIcWn,https://api.spotify.com/v1/audio-analysis/1ei3hzQmrgealgRKFxIcWn,216410,3
0.44,0.317,8,-9.258,1,0.0531,0.891,4.78e-06,0.141,0.268,169.914,audio_features,6xGruZOHLs39ZbVccQTuPZ,spotify:track:6xGruZOHLs39ZbVccQTuPZ,https://api.spotify.com/v1/tracks/6xGruZOHLs39ZbVccQTuPZ,https://api.spotify.com/v1/audio-analysis/6xGruZOHLs39ZbVccQTuPZ,233456,3
0.358,0.284,7,-8.285,1,0.0285,0.805,0.0,0.183,0.276,99.796,audio_features,5Y35SjAfXjjG0sFQ3KOxmm,spotify:track:5Y35SjAfXjjG0sFQ3KOxmm,https://api.spotify.com/v1/tracks/5Y35SjAfXjjG0sFQ3KOxmm,https://api.spotify.com/v1/audio-analysis/5Y35SjAfXjjG0sFQ3KOxmm,180853,3
0.584,0.684,10,-4.314,0,0.567,0.312,9.05e-05,0.112,0.72,210.164,audio_features,3NRql0A1Ef4RCvT473iqgD,spotify:track:3NRql0A1Ef4RCvT473iqgD,https://api.spotify.com/v1/tracks/3NRql0A1Ef4RCvT473iqgD,https://api.spotify.com/v1/audio-analysis/3NRql0A1Ef4RCvT473iqgD,213573,4
0.677,0.696,0,-6.181,1,0.119,0.321,0.0,0.42,0.464,90.03,audio_features,4iJyoBOLtHqaGxP12qzhQI,spotify:track:4iJyoBOLtHqaGxP12qzhQI,https://api.spotify.com/v1/tracks/4iJyoBOLtHqaGxP12qzhQI,https://api.spotify.com/v1/audio-analysis/4iJyoBOLtHqaGxP12qzhQI,198082,4
0.737,0.802,0,-4.771,1,0.0878,0.468,0.0,0.0931,0.682,144.015,audio_features,35mvY5S1H3J2QZyna3TFe0,spotify:track:35mvY5S1H3J2QZyna3TFe0,https://api.spotify.com/v1/tracks/35mvY5S1H3J2QZyna3TFe0,https://api.spotify.com/v1/audio-analysis/35mvY5S1H3J2QZyna3TFe0,172325,4
0.507,0.294,2,-10.0,1,0.04,0.896,1.97e-05,0.0966,0.386,114.199,audio_features,6uvh0In7u1Xn4HgxOfAn8O,spotify:track:6uvh0In7u1Xn4HgxOfAn8O,https://api.spotify.com/v1/tracks/6uvh0In7u1Xn4HgxOfAn8O,https://api.spotify.com/v1/audio-analysis/6uvh0In7u1Xn4HgxOfAn8O,245964,4
0.614,0.318,7,-12.695,1,0.0478,0.896,0.00239,0.0795,0.112,119.959,audio_features,04sN26COy28wTXYj3dMoiZ,spotify:track:04sN26COy28wTXYj3dMoiZ,https://api.spotify.com/v1/tracks/04sN26COy28wTXYj3dMoiZ,https://api.spotify.com/v1/audio-analysis/04sN26COy28wTXYj3dMoiZ,180933,4
0.727,0.739,8,-3.805,1,0.0411,0.365,0.00137,0.161,0.533,93.005,audio_features,2Xr1dTzJee307rmrkt8c0g,spotify:track:2Xr1dTzJee307rmrkt8c0g,https://api.spotify.com/v1/tracks/2Xr1dTzJee307rmrkt8c0g,https://api.spotify.com/v1/audio-analysis/2Xr1dTzJee307rmrkt8c0g,145800,4
0.488,0.343,4,-8.985,1,0.0436,0.556,0.0,0.21,0.0978,102.819,audio_features,4l0Mvzj72xxOpRrp6h8nHi,spotify:track:4l0Mvzj72xxOpRrp6h8nHi,https://api.spotify.com/v1/tracks/4l0Mvzj72xxOpRrp6h8nHi,https://api.spotify.com/v1/audio-analysis/4l0Mvzj72xxOpRrp6h8nHi,206459,4
0.472,0.518,8,-7.379,1,0.051,0.383,0.127,0.289,0.154,147.805,audio_features,26hOm7dTtBi0TdpDGl141t,spotify:track:26hOm7dTtBi0TdpDGl141t,https://api.spotify.com/v1/tracks/26hOm7dTtBi0TdpDGl141t,https://api.spotify.com/v1/audio-analysis/26hOm7dTtBi0TdpDGl141t,211667,4
0.828,0.621,8,-6.414,1,0.0565,0.0164,0.00233,0.0845,0.436,128.986,audio_features,0k4d5YPDr1r7FX77VdqWez,spotify:track:0k4d5YPDr1r7FX77VdqWez,https://api.spotify.com/v1/tracks/0k4d5YPDr1r7FX77VdqWez,https://api.spotify.com/v1/audio-analysis/0k4d5YPDr1r7FX77VdqWez,186173,4
0.311,0.485,6,-5.726,0,0.0365,0.701,0.0,0.0726,0.225,77.355,audio_features,55Am8neGJkdj2ADaM3aw5H,spotify:track:55Am8neGJkdj2ADaM3aw5H,https://api.spotify.com/v1/tracks/55Am8neGJkdj2ADaM3aw5H,https://api.spotify.com/v1/audio-analysis/55Am8neGJkdj2ADaM3aw5H,208827,4
0.597,0.45,8,-6.658,1,0.0418,0.223,0.0,0.382,0.537,178.765,audio_features,4HBZA5flZLE435QTztThqH,spotify:track:4HBZA5flZLE435QTztThqH,https://api.spotify.com/v1/tracks/4HBZA5flZLE435QTztThqH,https://api.spotify.com/v1/audio-analysis/4HBZA5flZLE435QTztThqH,228482,3
0.392,0.574,7,-9.195,1,0.17,0.833,0.00179,0.145,0.529,81.112,audio_features,0lx2cLdOt3piJbcaXIV74f,spotify:track:0lx2cLdOt3piJbcaXIV74f,https://api.spotify.com/v1/tracks/0lx2cLdOt3piJbcaXIV74f,https://api.spotify.com/v1/audio-analysis/0lx2cLdOt3piJbcaXIV74f,214707,4
0.408,0.338,4,-13.626,1,0.0431,0.521,0.000639,0.0732,0.1,133.943,audio_features,7CiDwKE62N6ey3LyG6s7xc,spotify:track:7CiDwKE62N6ey3LyG6s7xc,https://api.spotify.com/v1/tracks/7CiDwKE62N6ey3LyG6s7xc,https://api.spotify.com/v1/audio-analysis/7CiDwKE62N6ey3LyG6s7xc,177609,3
0.422,0.44,11,-5.53,1,0.0544,0.617,0.0,0.0837,0.332,128.934,audio_features,2PWTZV5znjLtZC5T1EVJvL,spotify:track:2PWTZV5znjLtZC5T1EVJvL,https://api.spotify.com/v1/tracks/2PWTZV5znjLtZC5T1EVJvL,https://api.spotify.com/v1/audio-analysis/2PWTZV5znjLtZC5T1EVJvL,120308,5
0.559,0.535,3,-7.723,1,0.039,0.719,0.000143,0.0954,0.402,141.96,audio_features,3i058E8uxTsYqJ5NWZzqSj,spotify:track:3i058E8uxTsYqJ5NWZzqSj,https://api.spotify.com/v1/tracks/3i058E8uxTsYqJ5NWZzqSj,https://api.spotify.com/v1/audio-analysis/3i058E8uxTsYqJ5NWZzqSj,202183,4
0.907,0.393,4,-7.636,0,0.0539,0.451,1.35e-06,0.135,0.202,104.949,audio_features,3J8EOeKLTLXORtWPpOU5bE,spotify:track:3J8EOeKLTLXORtWPpOU5bE,https://api.spotify.com/v1/tracks/3J8EOeKLTLXORtWPpOU5bE,https://api.spotify.com/v1/audio-analysis/3J8EOeKLTLXORtWPpOU5bE,205458,4
0.663,0.319,9,-13.481,1,0.0375,0.69,0.000993,0.117,0.193,109.957,audio_features,1wtOxkiel43cVs0Yux5Q4h,spotify:track:1wtOxkiel43cVs0Yux5Q4h,https://api.spotify.com/v1/tracks/1wtOxkiel43cVs0Yux5Q4h,https://api.spotify.com/v1/audio-analysis/1wtOxkiel43cVs0Yux5Q4h,256124,4
0.436,0.655,1,-8.37,0,0.0583,0.499,8.1e-06,0.688,0.412,121.002,audio_features,3YJJjQPAbDT7mGpX3WtQ9A,spotify:track:3YJJjQPAbDT7mGpX3WtQ9A,https://api.spotify.com/v1/tracks/3YJJjQPAbDT7mGpX3WtQ9A,https://api.spotify.com/v1/audio-analysis/3YJJjQPAbDT7mGpX3WtQ9A,279204,4
0.4,0.641,8,-6.303,1,0.0674,0.214,0.0,0.0656,0.393,81.552,audio_features,5hnGrTBaEsdukpDF6aZg8a,spotify:track:5hnGrTBaEsdukpDF6aZg8a,https://api.spotify.com/v1/tracks/5hnGrTBaEsdukpDF6aZg8a,https://api.spotify.com/v1/audio-analysis/5hnGrTBaEsdukpDF6aZg8a,163603,4
0.44,0.04,3,-16.887,1,0.0322,0.981,0.465,0.111,0.249,135.965,audio_features,4IhTXiZLKATmwhMZIb1GQN,spotify:track:4IhTXiZLKATmwhMZIb1GQN,https://api.spotify.com/v1/tracks/4IhTXiZLKATmwhMZIb1GQN,https://api.spotify.com/v1/audio-analysis/4IhTXiZLKATmwhMZIb1GQN,193749,4
0.548,0.445,5,-8.664,1,0.0322,0.133,0.0,0.0969,0.363,87.516,audio_features,7vfCm8tEWV9lCpyY1nvJVB,spotify:track:7vfCm8tEWV9lCpyY1nvJVB,https://api.spotify.com/v1/tracks/7vfCm8tEWV9lCpyY1nvJVB,https://api.spotify.com/v1/audio-analysis/7vfCm8tEWV9lCpyY1nvJVB,174053,3
0.762,0.701,8,-3.541,1,0.0286,0.235,0.000158,0.123,0.742,110.968,audio_features,748mdHapucXQri7IAO8yFK,spotify:track:748mdHapucXQri7IAO8yFK,https://api.spotify.com/v1/tracks/748mdHapucXQri7IAO8yFK,https://api.spotify.com/v1/audio-analysis/748mdHapucXQri7IAO8yFK,208867,4
0.298,0.38,6,-8.426,1,0.0287,0.778,5.62e-05,0.11,0.152,75.602,audio_features,4pvb0WLRcMtbPGmtejJJ6y,spotify:track:4pvb0WLRcMtbPGmtejJJ6y,https://api.spotify.com/v1/tracks/4pvb0WLRcMtbPGmtejJJ6y,https://api.spotify.com/v1/audio-analysis/4pvb0WLRcMtbPGmtejJJ6y,285634,4
0.516,0.467,0,-6.184,1,0.0302,0.662,0.0,0.0853,0.386,132.861,audio_features,5WtfUKzXircvW8l5aaVZWT,spotify:track:5WtfUKzXircvW8l5aaVZWT,https://api.spotify.com/v1/tracks/5WtfUKzXircvW8l5aaVZWT,https://api.spotify.com/v1/audio-analysis/5WtfUKzXircvW8l5aaVZWT,173307,4
0.247,0.299,9,-6.083,1,0.0315,0.899,0.0,0.131,0.172,177.115,audio_features,35ovElsgyAtQwYPYnZJECg,spotify:track:35ovElsgyAtQwYPYnZJECg,https://api.spotify.com/v1/tracks/35ovElsgyAtQwYPYnZJECg,https://api.spotify.com/v1/audio-analysis/35ovElsgyAtQwYPYnZJECg,196520,4
0.697,0.336,9,-10.395,1,0.0424,0.598,0.00528,0.107,0.31,82.029,audio_features,2TktkzfozZifbQhXjT6I33,spotify:track:2TktkzfozZifbQhXjT6I33,https://api.spotify.com/v1/tracks/2TktkzfozZifbQhXjT6I33,https://api.spotify.com/v1/audio-analysis/2TktkzfozZifbQhXjT6I33,216680,3
0.87,0.479,9,-7.779,1,0.165,0.161,0.000157,0.209,0.717,104.059,audio_features,0HaRLPnr887lcQM2YQzkff,spotify:track:0HaRLPnr887lcQM2YQzkff,https://api.spotify.com/v1/tracks/0HaRLPnr887lcQM2YQzkff,https://api.spotify.com/v1/audio-analysis/0HaRLPnr887lcQM2YQzkff,159124,4
0.316,0.63,5,-5.963,1,0.117,0.471,0.262,0.205,0.313,89.643,audio_features,6N22FZs2ZhPBYi3b9XPajV,spotify:track:6N22FZs2ZhPBYi3b9XPajV,https://api.spotify.com/v1/tracks/6N22FZs2ZhPBYi3b9XPajV,https://api.spotify.com/v1/audio-analysis/6N22FZs2ZhPBYi3b9XPajV,153294,1
0.48,0.602,10,-6.335,0,0.368,0.487,0.0,0.0848,0.269,179.798,audio_features,5rZlwNFl01HqLWBQGryKSm,spotify:track:5rZlwNFl01HqLWBQGryKSm,https://api.spotify.com/v1/tracks/5rZlwNFl01HqLWBQGryKSm,https://api.spotify.com/v1/audio-analysis/5rZlwNFl01HqLWBQGryKSm,213333,4
0.464,0.473,1,-10.086,1,0.129,0.866,0.0,0.109,0.604,75.801,audio_features,2kJwzbxV2ppxnQoYw4GLBZ,spotify:track:2kJwzbxV2ppxnQoYw4GLBZ,https://api.spotify.com/v1/tracks/2kJwzbxV2ppxnQoYw4GLBZ,https://api.spotify.com/v1/audio-analysis/2kJwzbxV2ppxnQoYw4GLBZ,208687,4
0.47,0.494,4,-8.672,1,0.0349,0.302,0.0,0.0672,0.0524,144.039,audio_features,4d1CG5ei1E2vGbvmgf5KKv,spotify:track:4d1CG5ei1E2vGbvmgf5KKv,https://api.spotify.com/v1/tracks/4d1CG5ei1E2vGbvmgf5KKv,https://api.spotify.com/v1/audio-analysis/4d1CG5ei1E2vGbvmgf5KKv,250100,4
0.749,0.535,4,-6.785,1,0.0336,0.0131,3.65e-05,0.0982,0.601,123.042,audio_features,0ClPIeT6MSgfSgQ9ZrJbAq,spotify:track:0ClPIeT6MSgfSgQ9ZrJbAq,https://api.spotify.com/v1/tracks/0ClPIeT6MSgfSgQ9ZrJbAq,https://api.spotify.com/v1/audio-analysis/0ClPIeT6MSgfSgQ9ZrJbAq,196607,4
0.453,0.383,0,-11.015,1,0.163,0.728,0.0,0.387,0.333,105.029,audio_features,7l97ElWmIdVHWUaOeeU5ZC,spotify:track:7l97ElWmIdVHWUaOeeU5ZC,https://api.spotify.com/v1/tracks/7l97ElWmIdVHWUaOeeU5ZC,https://api.spotify.com/v1/audio-analysis/7l97ElWmIdVHWUaOeeU5ZC,175027,4
0.627,0.618,2,-8.529,1,0.0437,0.0558,0.0,0.351,0.848,82.03,audio_features,3xVZYkcuWalGudeKl861wb,spotify:track:3xVZYkcuWalGudeKl861wb,https://api.spotify.com/v1/tracks/3xVZYkcuWalGudeKl861wb,https://api.spotify.com/v1/audio-analysis/3xVZYkcuWalGudeKl861wb,197443,4
0.376,0.657,7,-4.658,1,0.0768,0.0858,0.0,0.0884,0.203,80.565,audio_features,1r8ZCjfrQxoy2wVaBUbpwg,spotify:track:1r8ZCjfrQxoy2wVaBUbpwg,https://api.spotify.com/v1/tracks/1r8ZCjfrQxoy2wVaBUbpwg,https://api.spotify.com/v1/audio-analysis/1r8ZCjfrQxoy2wVaBUbpwg,164782,4
0.654,0.63,10,-4.644,1,0.0259,0.153,0.0,0.111,0.43,89.991,audio_features,2wrJq5XKLnmhRXHIAf9xBa,spotify:track:2wrJq5XKLnmhRXHIAf9xBa,https://api.spotify.com/v1/tracks/2wrJq5XKLnmhRXHIAf9xBa,https://api.spotify.com/v1/audio-analysis/2wrJq5XKLnmhRXHIAf9xBa,167693,4
0.391,0.335,0,-10.064,1,0.0763,0.389,0.0,0.102,0.116,174.185,audio_features,135Lf4Q0CzlMNfOxbEUsLH,spotify:track:135Lf4Q0CzlMNfOxbEUsLH,https://api.spotify.com/v1/tracks/135Lf4Q0CzlMNfOxbEUsLH,https://api.spotify.com/v1/audio-analysis/135Lf4Q0CzlMNfOxbEUsLH,193733,3
0.502,0.168,1,-14.061,1,0.0486,0.885,0.0,0.111,0.355,112.881,audio_features,219slQu3ALbTSAe9P22hvE,spotify:track:219slQu3ALbTSAe9P22hvE,https://api.spotify.com/v1/tracks/219slQu3ALbTSAe9P22hvE,https://api.spotify.com/v1/audio-analysis/219slQu3ALbTSAe9P22hvE,228443,3
0.605,0.377,11,-6.213,1,0.0443,0.733,0.0,0.0808,0.519,73.877,audio_features,3H3r2nKWa3Yk5gt8xgmsEt,spotify:track:3H3r2nKWa3Yk5gt8xgmsEt,https://api.spotify.com/v1/tracks/3H3r2nKWa3Yk5gt8xgmsEt,https://api.spotify.com/v1/audio-analysis/3H3r2nKWa3Yk5gt8xgmsEt,194853,4
0.437,0.565,10,-5.596,1,0.0466,0.697,0.0,0.119,0.306,115.389,audio_features,6v0UJD4a2FtleHeSYVX02A,spotify:track:6v0UJD4a2FtleHeSYVX02A,https://api.spotify.com/v1/tracks/6v0UJD4a2FtleHeSYVX02A,https://api.spotify.com/v1/audio-analysis/6v0UJD4a2FtleHeSYVX02A,376169,4
0.565,0.203,2,-13.656,1,0.0332,0.902,0.0,0.115,0.408,93.213,audio_features,5PJH1U5Iie893v48Fl9yaC,spotify:track:5PJH1U5Iie893v48Fl9yaC,https://api.spotify.com/v1/tracks/5PJH1U5Iie893v48Fl9yaC,https://api.spotify.com/v1/audio-analysis/5PJH1U5Iie893v48Fl9yaC,180000,4
0.648,0.308,1,-11.729,1,0.04,0.886,0.0774,0.124,0.198,76.997,audio_features,0j1Ia2lQWrcXrQZI4AdJlk,spotify:track:0j1Ia2lQWrcXrQZI4AdJlk,https://api.spotify.com/v1/tracks/0j1Ia2lQWrcXrQZI4AdJlk,https://api.spotify.com/v1/audio-analysis/0j1Ia2lQWrcXrQZI4AdJlk,184638,1
0.398,0.286,7,-11.881,1,0.033,0.616,0.000146,0.0912,0.0666,78.262,audio_features,2KnLkZ3z7PO3kgVGHGqDpD,spotify:track:2KnLkZ3z7PO3kgVGHGqDpD,https://api.spotify.com/v1/tracks/2KnLkZ3z7PO3kgVGHGqDpD,https://api.spotify.com/v1/audio-analysis/2KnLkZ3z7PO3kgVGHGqDpD,222800,4
0.555,0.27,2,-15.892,1,0.0888,0.931,0.544,0.103,0.271,139.681,audio_features,1lORkxEMmsCZqhoxcmk3A3,spotify:track:1lORkxEMmsCZqhoxcmk3A3,https://api.spotify.com/v1/tracks/1lORkxEMmsCZqhoxcmk3A3,https://api.spotify.com/v1/audio-analysis/1lORkxEMmsCZqhoxcmk3A3,162797,3
0.522,0.128,4,-18.717,1,0.0357,0.894,0.026,0.0941,0.124,109.986,audio_features,58wyJLv6yH1La9NIZPl3ne,spotify:track:58wyJLv6yH1La9NIZPl3ne,https://api.spotify.com/v1/tracks/58wyJLv6yH1La9NIZPl3ne,https://api.spotify.com/v1/audio-analysis/58wyJLv6yH1La9NIZPl3ne,187932,4
0.592,0.342,0,-8.93,1,0.0339,0.193,0.00245,0.11,0.155,130.953,audio_features,4cGqn0E8JCSY9gQllQj4Mf,spotify:track:4cGqn0E8JCSY9gQllQj4Mf,https://api.spotify.com/v1/tracks/4cGqn0E8JCSY9gQllQj4Mf,https://api.spotify.com/v1/audio-analysis/4cGqn0E8JCSY9gQllQj4Mf,241595,4
0.399,0.491,6,-10.778,0,0.0538,0.0563,0.00089,0.11,0.151,91.066,audio_features,6AGOKlMZWLCaEJGnaROtF9,spotify:track:6AGOKlMZWLCaEJGnaROtF9,https://api.spotify.com/v1/tracks/6AGOKlMZWLCaEJGnaROtF9,https://api.spotify.com/v1/audio-analysis/6AGOKlMZWLCaEJGnaROtF9,210463,4
0.63,0.633,4,-7.088,1,0.0457,0.00776,0.0,0.0541,0.452,93.995,audio_features,3Z8FwOEN59mRMxDCtb8N0A,spotify:track:3Z8FwOEN59mRMxDCtb8N0A,https://api.spotify.com/v1/tracks/3Z8FwOEN59mRMxDCtb8N0A,https://api.spotify.com/v1/audio-analysis/3Z8FwOEN59mRMxDCtb8N0A,172762,4
0.422,0.34,0,-6.577,1,0.0351,0.877,1.77e-05,0.149,0.223,77.213,audio_features,1is8gU4RVcN4J8xItxWoOY,spotify:track:1is8gU4RVcN4J8xItxWoOY,https://api.spotify.com/v1/tracks/1is8gU4RVcN4J8xItxWoOY,https://api.spotify.com/v1/audio-analysis/1is8gU4RVcN4J8xItxWoOY,204094,4
0.632,0.284,9,-14.025,0,0.0801,0.932,0.000476,0.233,0.208,129.642,audio_features,042Sl6Mn83JHyLEqdK7uI0,spotify:track:042Sl6Mn83JHyLEqdK7uI0,https://api.spotify.com/v1/tracks/042Sl6Mn83JHyLEqdK7uI0,https://api.spotify.com/v1/audio-analysis/042Sl6Mn83JHyLEqdK7uI0,245897,4
0.286,0.445,6,-8.087,1,0.0347,0.355,0.0,0.114,0.278,50.827,audio_features,727Z2S2mtNH46CbP9EWPwY,spotify:track:727Z2S2mtNH46CbP9EWPwY,https://api.spotify.com/v1/tracks/727Z2S2mtNH46CbP9EWPwY,https://api.spotify.com/v1/audio-analysis/727Z2S2mtNH46CbP9EWPwY,217352,4
0.588,0.39,8,-7.753,1,0.0578,0.726,1.26e-05,0.0965,0.206,96.571,audio_features,7MOCaEUbfGyq1K96umNVwJ,spotify:track:7MOCaEUbfGyq1K96umNVwJ,https://api.spotify.com/v1/tracks/7MOCaEUbfGyq1K96umNVwJ,https://api.spotify.com/v1/audio-analysis/7MOCaEUbfGyq1K96umNVwJ,146267,4
0.6,0.389,9,-5.727,1,0.0337,0.566,0.0,0.0826,0.244,143.577,audio_features,0XER3HPMx223xWaAgNKp4Y,spotify:track:0XER3HPMx223xWaAgNKp4Y,https://api.spotify.com/v1/tracks/0XER3HPMx223xWaAgNKp4Y,https://api.spotify.com/v1/audio-analysis/0XER3HPMx223xWaAgNKp4Y,147597,4
0.459,0.575,3,-4.858,1,0.0573,0.604,0.0,0.0885,0.183,111.881,audio_features,7ce20yLkzuXXLUhzIDoZih,spotify:track:7ce20yLkzuXXLUhzIDoZih,https://api.spotify.com/v1/tracks/7ce20yLkzuXXLUhzIDoZih,https://api.spotify.com/v1/audio-analysis/7ce20yLkzuXXLUhzIDoZih,215107,4
0.528,0.511,3,-8.144,1,0.0324,0.126,0.0,0.101,0.351,100.1,audio_features,3g0mEQx3NTanacLseoP0Gw,spotify:track:3g0mEQx3NTanacLseoP0Gw,https://api.spotify.com/v1/tracks/3g0mEQx3NTanacLseoP0Gw,https://api.spotify.com/v1/audio-analysis/3g0mEQx3NTanacLseoP0Gw,209880,4
0.228,0.427,0,-8.739,0,0.0363,0.752,0.0167,0.592,0.192,180.345,audio_features,0JzG1wJuB4v9UPkSE7LMXi,spotify:track:0JzG1wJuB4v9UPkSE7LMXi,https://api.spotify.com/v1/tracks/0JzG1wJuB4v9UPkSE7LMXi,https://api.spotify.com/v1/audio-analysis/0JzG1wJuB4v9UPkSE7LMXi,197333,4
0.319,0.236,5,-9.644,1,0.0318,0.898,1.62e-05,0.272,0.254,162.351,audio_features,7CC6UbCs4iGsePSzFxYxNn,spotify:track:7CC6UbCs4iGsePSzFxYxNn,https://api.spotify.com/v1/tracks/7CC6UbCs4iGsePSzFxYxNn,https://api.spotify.com/v1/audio-analysis/7CC6UbCs4iGsePSzFxYxNn,156091,4
0.55,0.481,4,-4.917,0,0.0395,0.0215,0.0,0.0972,0.15,108.163,audio_features,3l3iCfpZsxbxWJhYoiQNkD,spotify:track:3l3iCfpZsxbxWJhYoiQNkD,https://api.spotify.com/v1/tracks/3l3iCfpZsxbxWJhYoiQNkD,https://api.spotify.com/v1/audio-analysis/3l3iCfpZsxbxWJhYoiQNkD,198333,4
0.708,0.211,9,-9.603,0,0.0424,0.853,0.0,0.131,0.362,72.5,audio_features,3V0nnQhqvbE3JmiDdnzQFQ,spotify:track:3V0nnQhqvbE3JmiDdnzQFQ,https://api.spotify.com/v1/tracks/3V0nnQhqvbE3JmiDdnzQFQ,https://api.spotify.com/v1/audio-analysis/3V0nnQhqvbE3JmiDdnzQFQ,152280,4
0.441,0.202,7,-12.499,1,0.0381,0.732,2.6e-05,0.126,0.269,77.971,audio_features,1aEsTgCsv8nOjEgyEoRCpS,spotify:track:1aEsTgCsv8nOjEgyEoRCpS,https://api.spotify.com/v1/tracks/1aEsTgCsv8nOjEgyEoRCpS,https://api.spotify.com/v1/audio-analysis/1aEsTgCsv8nOjEgyEoRCpS,174587,4
0.679,0.61,7,-10.936,0,0.0305,0.585,9.51e-05,0.156,0.554,123.978,audio_features,1nYzjrdVQ8RpF93M0jPFW7,spotify:track:1nYzjrdVQ8RpF93M0jPFW7,https://api.spotify.com/v1/tracks/1nYzjrdVQ8RpF93M0jPFW7,https://api.spotify.com/v1/audio-analysis/1nYzjrdVQ8RpF93M0jPFW7,227186,4
0.663,0.251,6,-9.87,0,0.0435,0.88,0.0,0.0932,0.528,90.272,audio_features,4VtRHZ4tBDHaWltVAytlLY,spotify:track:4VtRHZ4tBDHaWltVAytlLY,https://api.spotify.com/v1/tracks/4VtRHZ4tBDHaWltVAytlLY,https://api.spotify.com/v1/audio-analysis/4VtRHZ4tBDHaWltVAytlLY,215000,4
0.368,0.463,0,-10.595,1,0.0302,0.811,0.0017,0.109,0.447,156.008,audio_features,6INztpNwOTlfSKTuPo0HOP,spotify:track:6INztpNwOTlfSKTuPo0HOP,https://api.spotify.com/v1/tracks/6INztpNwOTlfSKTuPo0HOP,https://api.spotify.com/v1/audio-analysis/6INztpNwOTlfSKTuPo0HOP,267773,3
0.813,0.415,0,-5.926,1,0.0349,0.777,0.0,0.131,0.667,91.921,audio_features,0ri0Han4IRJhzvERHOZTMr,spotify:track:0ri0Han4IRJhzvERHOZTMr,https://api.spotify.com/v1/tracks/0ri0Han4IRJhzvERHOZTMr,https://api.spotify.com/v1/audio-analysis/0ri0Han4IRJhzvERHOZTMr,170345,4
